vendor,nomor_kontainer,size,tanggal_awal,tanggal_akhir,tarif,adjustment,periode,group,status
ZONA,XXXU9902224,40,2024-08-06,2024-09-05,Bulanan,0,2,Z02,ongoing
ZONA,MSCU7085120,40,2024-09-06,2024-10-05,Bulanan,0,3,Z02,ongoing
ZONA,TEXU7210230,40,2024-09-06,2024-10-05,Bulanan,0,3,Z02,ongoing
ZONA,XXXU9902224,40,2024-09-06,2024-10-05,Bulanan,0,3,Z02,ongoing
ZONA,MSCU7085120,40,2024-10-06,2024-11-05,Bulanan,0,4,Z02,ongoing
ZONA,TEXU7210230,40,2024-10-06,2024-11-05,Bulanan,0,4,Z02,ongoing
ZONA,XXXU9902224,40,2024-10-06,2024-11-05,Bulanan,0,4,Z02,ongoing
ZONA,MSCU7085120,40,2024-11-06,2024-12-05,Bulanan,0,5,Z02,ongoing
ZONA,TEXU7210230,40,2024-11-06,2024-12-05,Bulanan,0,5,Z02,ongoing
ZONA,XXXU9902224,40,2024-11-06,2024-12-05,Bulanan,0,5,Z02,ongoing
ZONA,MSCU7085120,40,2024-12-06,2024-12-10,Harian,0,6,Z02,ongoing
ZONA,TEXU7210230,40,2024-12-06,2025-01-05,Bulanan,0,6,Z02,ongoing
ZONA,XXXU9902224,40,2024-12-06,2025-01-04,Bulanan,0,6,Z02,ongoing
ZONA,TEXU7210230,40,2025-01-06,2025-02-05,Bulanan,0,7,Z02,ongoing
ZONA,TEXU7210230,40,2025-02-06,2025-03-05,Bulanan,0,8,Z02,ongoing
ZONA,TEXU7210230,40,2025-03-06,2025-04-05,Bulanan,-210210,9,Z02,ongoing
ZONA,TEXU7210230,40,2025-04-06,2025-05-05,Bulanan,-84084,10,Z02,ongoing
ZONA,TEXU7210230,40,2025-05-06,2025-06-05,Bulanan,0,11,Z02,ongoing
ZONA,TEXU7210230,40,2025-06-06,2025-07-05,Bulanan,0,12,Z02,ongoing
ZONA,TEXU7210230,40,2025-07-06,2025-07-25,Harian,42042,13,Z02,ongoing
ZONA,PCIU9765813,40,2024-07-08,2024-08-07,Bulanan,0,1,Z15,ongoing
ZONA,TGHU9508962,40,2024-07-09,2024-08-08,Bulanan,0,1,Z15,ongoing
ZONA,NYKU5515880,40,2024-07-10,2024-08-09,Bulanan,0,1,Z15,ongoing
ZONA,PONU7225703,40,2024-07-09,2024-08-08,Bulanan,0,1,Z15,ongoing
ZONA,PCIU9765813,40,2024-08-08,2024-09-07,Bulanan,0,2,Z15,ongoing
ZONA,TGHU9508962,40,2024-08-09,2024-09-08,Bulanan,0,2,Z15,ongoing
ZONA,NYKU5515880,40,2024-08-10,2024-09-09,Bulanan,0,2,Z15,ongoing
ZONA,PONU7225703,40,2024-08-10,2024-09-09,Bulanan,0,2,Z15,ongoing
ZONA,PCIU9765813,40,2024-09-08,2024-10-07,Bulanan,0,3,Z15,ongoing
ZONA,TGHU9508962,40,2024-09-09,2024-10-08,Bulanan,0,3,Z15,ongoing
ZONA,NYKU5515880,40,2024-09-10,2024-10-09,Bulanan,0,3,Z15,ongoing
ZONA,PONU7225703,40,2024-09-10,2024-10-09,Bulanan,0,3,Z15,ongoing
ZONA,PCIU9765813,40,2024-10-08,2024-11-07,Bulanan,0,4,Z15,ongoing
ZONA,TGHU9508962,40,2024-10-09,2024-11-08,Bulanan,0,4,Z15,ongoing
ZONA,NYKU5515880,40,2024-10-10,2024-11-09,Bulanan,0,4,Z15,ongoing
ZONA,PONU7225703,40,2024-10-10,2024-11-09,Bulanan,0,4,Z15,ongoing
ZONA,PCIU9765813,40,2024-11-08,2024-12-05,Harian,0,5,Z15,ongoing
ZONA,TGHU9508962,40,2024-11-09,2024-12-09,Bulanan,0,5,Z15,ongoing
ZONA,NYKU5515880,40,2024-11-10,2024-12-09,Bulanan,0,5,Z15,ongoing
ZONA,PONU7225703,40,2024-11-09,2024-12-03,Harian,0,5,Z15,ongoing
ZONA,DNAU2622206,20,2025-01-11,2025-02-10,Bulanan,0,2,Z27,ongoing
ZONA,DNAU2622206,20,2025-02-11,2025-03-10,Bulanan,0,3,Z27,ongoing
ZONA,DNAU2622206,20,2025-03-11,2025-04-07,Harian,-360361,4,Z27,ongoing
ZONA,EMSU9871692,40,2025-01-07,2025-02-06,Bulanan,0,1,Z43,ongoing
ZONA,EMSU9871692,40,2025-02-07,2025-03-06,Bulanan,0,2,Z43,ongoing
ZONA,EMSU9871692,40,2025-03-07,2025-04-06,Bulanan,-252252,3,Z43,ongoing
ZONA,EMSU9871692,40,2025-04-07,2025-05-06,Bulanan,-294294,4,Z43,ongoing
ZONA,EMSU9871692,40,2025-05-07,2025-06-06,Bulanan,0,5,Z43,ongoing
ZONA,EMSU9871692,40,2025-06-07,2025-07-06,Bulanan,0,6,Z43,ongoing
ZONA,EMSU9871692,40,2025-07-07,2025-07-23,Harian,0,17,Z43,ongoing
ZONA,APZU3960241,20,2025-01-21,2025-02-20,Bulanan,0,1,Z53,ongoing
ZONA,CBHU4034438,20,2025-01-21,2025-02-20,Bulanan,0,1,Z53,ongoing
ZONA,CLHU3586854,20,2025-01-21,2025-02-20,Bulanan,0,1,Z53,ongoing
ZONA,CXDU1108921,20,2025-01-21,2025-02-20,Bulanan,0,1,Z53,ongoing
ZONA,CXDU1212730,20,2025-01-21,2025-02-20,Bulanan,0,1,Z53,ongoing
ZONA,DFSU2296934,20,2025-01-21,2025-02-20,Bulanan,0,1,Z53,ongoing
ZONA,GATU1019864,20,2025-01-21,2025-02-20,Bulanan,0,1,Z53,ongoing
ZONA,GESU1386736,20,2025-01-21,2025-02-20,Bulanan,0,1,Z53,ongoing
ZONA,GESU1449670,20,2025-01-21,2025-02-20,Bulanan,0,1,Z53,ongoing
ZONA,HALU3509311,20,2025-01-21,2025-02-20,Bulanan,0,1,Z53,ongoing
ZONA,ILSU2019602,20,2025-01-21,2025-02-20,Bulanan,0,1,Z53,ongoing
ZONA,MSCU3213686,20,2025-01-21,2025-02-20,Bulanan,0,1,Z53,ongoing
ZONA,TEMU2353770,20,2025-01-21,2025-02-20,Bulanan,0,1,Z53,ongoing
ZONA,TGHU1246275,20,2025-01-21,2025-02-20,Bulanan,0,1,Z53,ongoing
ZONA,TGHU3222626,20,2025-01-21,2025-02-20,Bulanan,0,1,Z53,ongoing
ZONA,APZU3960241,20,2025-02-21,2025-03-20,Bulanan,0,2,Z53,ongoing
ZONA,CBHU4034438,20,2025-02-21,2025-03-20,Bulanan,0,2,Z53,ongoing
ZONA,CLHU3586854,20,2025-02-21,2025-03-20,Bulanan,0,2,Z53,ongoing
ZONA,CXDU1108921,20,2025-02-21,2025-03-20,Bulanan,0,2,Z53,ongoing
ZONA,CXDU1212730,20,2025-02-21,2025-03-20,Bulanan,0,2,Z53,ongoing
ZONA,DFSU2296934,20,2025-02-21,2025-03-20,Bulanan,0,2,Z53,ongoing
ZONA,GATU1019864,20,2025-02-21,2025-03-20,Bulanan,0,2,Z53,ongoing
ZONA,GESU1386736,20,2025-02-21,2025-03-20,Bulanan,0,2,Z53,ongoing
ZONA,GESU1449670,20,2025-02-21,2025-03-20,Bulanan,0,2,Z53,ongoing
ZONA,HALU3509311,20,2025-02-21,2025-03-20,Bulanan,0,2,Z53,ongoing
ZONA,ILSU2019602,20,2025-02-21,2025-03-20,Bulanan,0,2,Z53,ongoing
ZONA,MSCU3213686,20,2025-02-21,2025-03-20,Bulanan,0,2,Z53,ongoing
ZONA,TEMU2353770,20,2025-02-21,2025-03-20,Bulanan,0,2,Z53,ongoing
ZONA,TGHU1246275,20,2025-02-21,2025-03-20,Bulanan,0,2,Z53,ongoing
ZONA,TGHU3222626,20,2025-02-21,2025-03-20,Bulanan,0,2,Z53,ongoing
ZONA,APZU3960241,20,2025-03-21,2025-04-20,Bulanan,-337838,3,Z53,ongoing
ZONA,CBHU4034438,20,2025-03-21,2025-04-20,Bulanan,-337838,3,Z53,ongoing
ZONA,CLHU3586854,20,2025-03-21,2025-04-07,Harian,-360361,3,Z53,ongoing
ZONA,CXDU1108921,20,2025-03-21,2025-04-08,Harian,-360361,3,Z53,ongoing
ZONA,CXDU1212730,20,2025-03-21,2025-04-20,Bulanan,-337838,3,Z53,ongoing
ZONA,DFSU2296934,20,2025-03-21,2025-04-07,Harian,-360361,3,Z53,ongoing
ZONA,GATU1019864,20,2025-03-21,2025-04-20,Bulanan,-337838,3,Z53,ongoing
ZONA,GESU1386736,20,2025-03-21,2025-04-20,Bulanan,-337838,3,Z53,ongoing
ZONA,GESU1449670,20,2025-03-21,2025-04-07,Harian,-360361,3,Z53,ongoing
ZONA,HALU3509311,20,2025-03-21,2025-04-20,Bulanan,-337838,3,Z53,ongoing
ZONA,ILSU2019602,20,2025-03-21,2025-04-07,Harian,-360361,3,Z53,ongoing
ZONA,MSCU3213686,20,2025-03-21,2025-04-08,Harian,-360361,3,Z53,ongoing
ZONA,TEMU2353770,20,2025-03-21,2025-04-07,Harian,-360361,3,Z53,ongoing
ZONA,TGHU1246275,20,2025-03-21,2025-04-20,Bulanan,-337838,3,Z53,ongoing
ZONA,TGHU3222626,20,2025-03-21,2025-04-08,Harian,-360361,3,Z53,ongoing
ZONA,APZU3960241,20,2025-04-21,2025-05-20,Bulanan,0,4,Z53,ongoing
ZONA,CBHU4034438,20,2025-04-21,2025-05-20,Bulanan,0,4,Z53,ongoing
ZONA,CXDU1212730,20,2025-04-21,2025-05-20,Bulanan,0,4,Z53,ongoing
ZONA,GATU1019864,20,2025-04-21,2025-05-20,Bulanan,0,4,Z53,ongoing
ZONA,GESU1386736,20,2025-04-21,2025-05-20,Bulanan,0,4,Z53,ongoing
ZONA,HALU3509311,20,2025-04-21,2025-05-20,Bulanan,0,4,Z53,ongoing
ZONA,TGHU1246275,20,2025-04-21,2025-05-20,Bulanan,0,4,Z53,ongoing
ZONA,APZU3960241,20,2025-05-21,2025-05-25,Harian,0,5,Z53,ongoing
ZONA,CBHU4034438,20,2025-05-21,2025-06-01,Harian,0,5,Z53,ongoing
ZONA,CXDU1212730,20,2025-05-21,2025-06-18,Harian,-22523,5,Z53,ongoing
ZONA,GATU1019864,20,2025-05-21,2025-06-17,Harian,0,5,Z53,ongoing
ZONA,GESU1386736,20,2025-05-21,2025-06-04,Harian,22523,5,Z53,ongoing
ZONA,HALU3509311,20,2025-05-21,2025-05-26,Harian,0,5,Z53,ongoing
ZONA,TGHU1246275,20,2025-05-21,2025-06-13,Harian,0,5,Z53,ongoing
ZONA,BMOU4013060,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,BMOU4013585,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,BMOU4153139,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,BMOU4175420,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,CCLU7119138,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,CLHU3602235,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,GESU3600488,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,GLDU7252828,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,MOTU0745549,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,MOTU0745826,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,PCIU9358763,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,SCMU2082204,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,SEGU1003148,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,TEMU2666500,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,WHLU0323766,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,ZONA1910749,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,ZONA2004243,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,ZONA2807583,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,ZONA2862339,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,ZONA2875892,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,ZONA5229290,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,ZONA8075928,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,ZONA9017621,20,2025-01-22,2025-02-21,Bulanan,0,1,Z52,ongoing
ZONA,BMOU4013060,20,2025-02-22,2025-03-19,Harian,0,2,Z52,ongoing
ZONA,BMOU4013585,20,2025-02-22,2025-03-07,Harian,0,2,Z52,ongoing
ZONA,BMOU4153139,20,2025-02-22,2025-03-21,Bulanan,0,2,Z52,ongoing
ZONA,BMOU4175420,20,2025-02-22,2025-03-21,Bulanan,0,2,Z52,ongoing
ZONA,CCLU7119138,20,2025-02-22,2025-03-07,Harian,0,2,Z52,ongoing
ZONA,CLHU3602235,20,2025-02-22,2025-03-21,Bulanan,0,2,Z52,ongoing
ZONA,GESU3600488,20,2025-02-22,2025-03-21,Bulanan,0,2,Z52,ongoing
ZONA,GLDU7252828,20,2025-02-22,2025-03-21,Bulanan,0,2,Z52,ongoing
ZONA,MOTU0745549,20,2025-02-22,2025-03-21,Bulanan,0,2,Z52,ongoing
ZONA,MOTU0745826,20,2025-02-22,2025-03-21,Bulanan,0,2,Z52,ongoing
ZONA,PCIU9358763,20,2025-02-22,2025-03-21,Bulanan,0,2,Z52,ongoing
ZONA,SCMU2082204,20,2025-02-22,2025-03-21,Bulanan,0,2,Z52,ongoing
ZONA,SEGU1003148,20,2025-02-22,2025-03-21,Bulanan,0,2,Z52,ongoing
ZONA,TEMU2666500,20,2025-02-22,2025-03-21,Bulanan,0,2,Z52,ongoing
ZONA,WHLU0323766,20,2025-02-22,2025-03-21,Bulanan,0,2,Z52,ongoing
ZONA,ZONA1910749,20,2025-02-22,2025-03-21,Bulanan,0,2,Z52,ongoing
ZONA,ZONA2004243,20,2025-02-22,2025-03-21,Bulanan,0,2,Z52,ongoing
ZONA,ZONA2807583,20,2025-02-22,2025-03-21,Bulanan,0,2,Z52,ongoing
ZONA,ZONA2862339,20,2025-02-22,2025-03-21,Bulanan,0,2,Z52,ongoing
ZONA,ZONA2875892,20,2025-02-22,2025-03-21,Bulanan,0,2,Z52,ongoing
ZONA,ZONA5229290,20,2025-02-22,2025-03-21,Bulanan,0,2,Z52,ongoing
ZONA,ZONA8075928,20,2025-02-22,2025-03-19,Harian,0,2,Z52,ongoing
ZONA,ZONA9017621,20,2025-02-22,2025-03-21,Bulanan,0,2,Z52,ongoing
ZONA,BMOU4153139,20,2025-03-22,2025-04-21,Bulanan,-337838,3,Z52,ongoing
ZONA,BMOU4175420,20,2025-03-22,2025-04-07,Harian,0,3,Z52,ongoing
ZONA,CLHU3602235,20,2025-03-22,2025-04-08,Harian,-360361,3,Z52,ongoing
ZONA,GESU3600488,20,2025-03-22,2025-04-21,Bulanan,-337838,3,Z52,ongoing
ZONA,GLDU7252828,20,2025-03-22,2025-04-07,Harian,-360361,3,Z52,ongoing
ZONA,MOTU0745549,20,2025-03-22,2025-04-21,Bulanan,-337838,3,Z52,ongoing
ZONA,MOTU0745826,20,2025-03-22,2025-04-07,Harian,0,3,Z52,ongoing
ZONA,PCIU9358763,20,2025-03-22,2025-04-07,Harian,-360361,3,Z52,ongoing
ZONA,SCMU2082204,20,2025-03-22,2025-04-21,Bulanan,-337838,3,Z52,ongoing
ZONA,SEGU1003148,20,2025-03-22,2025-04-21,Bulanan,-337838,3,Z52,ongoing
ZONA,TEMU2666500,20,2025-03-22,2025-04-21,Bulanan,-337838,3,Z52,ongoing
ZONA,WHLU0323766,20,2025-03-22,2025-04-21,Bulanan,-337838,3,Z52,ongoing
ZONA,ZONA1910749,20,2025-03-22,2025-04-07,Harian,-360361,3,Z52,ongoing
ZONA,ZONA2004243,20,2025-03-22,2025-04-07,Harian,-360361,3,Z52,ongoing
ZONA,ZONA2807583,20,2025-03-22,2025-04-08,Harian,-360361,3,Z52,ongoing
ZONA,ZONA2862339,20,2025-03-22,2025-04-07,Harian,-360361,3,Z52,ongoing
ZONA,ZONA2875892,20,2025-03-22,2025-04-08,Harian,-360361,3,Z52,ongoing
ZONA,ZONA5229290,20,2025-03-22,2025-04-08,Harian,0,3,Z52,ongoing
ZONA,ZONA9017621,20,2025-03-22,2025-04-21,Bulanan,-337838,3,Z52,ongoing
ZONA,BMOU4153139,20,2025-04-22,2025-05-21,Bulanan,0,4,Z52,ongoing
ZONA,GESU3600488,20,2025-04-22,2025-05-21,Bulanan,0,4,Z52,ongoing
ZONA,MOTU0745549,20,2025-04-22,2025-05-06,Harian,0,4,Z52,ongoing
ZONA,SCMU2082204,20,2025-04-22,2025-05-21,Bulanan,0,4,Z52,ongoing
ZONA,SEGU1003148,20,2025-04-22,2025-05-21,Bulanan,0,4,Z52,ongoing
ZONA,TEMU2666500,20,2025-04-22,2025-05-21,Bulanan,0,4,Z52,ongoing
ZONA,WHLU0323766,20,2025-04-22,2025-05-21,Bulanan,0,4,Z52,ongoing
ZONA,ZONA9017621,20,2025-04-22,2025-05-05,Harian,0,4,Z52,ongoing
ZONA,BMOU4153139,20,2025-05-22,2025-05-23,Harian,0,5,Z52,ongoing
ZONA,GESU3600488,20,2025-05-22,2025-06-01,Harian,0,5,Z52,ongoing
ZONA,SCMU2082204,20,2025-05-22,2025-06-21,Bulanan,0,5,Z52,ongoing
ZONA,SEGU1003148,20,2025-05-22,2025-05-31,Harian,0,5,Z52,ongoing
ZONA,TEMU2666500,20,2025-05-22,2025-05-26,Harian,0,5,Z52,ongoing
ZONA,WHLU0323766,20,2025-05-22,2025-06-21,Bulanan,0,5,Z52,ongoing
ZONA,SCMU2082204,20,2025-06-22,2025-07-05,Harian,0,6,Z52,ongoing
ZONA,WHLU0323766,20,2025-06-22,2025-07-07,Harian,0,6,Z52,ongoing
ZONA,BMOU2474612,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,BSIU2946381,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,CAIU3184330,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,CBHU5841917,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,EGSU3109943,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,EISU2194517,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,EISU2254616,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,EISU3944703,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,EMCU6006826,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,EMCU6009872,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,EMCU6045503,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,EMCU6063235,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,UGMU8580456,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,WFHU1240962,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,WHLU0215910,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,WHLU0268015,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,WHLU0273177,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,WHLU0300903,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,WHLU0319684,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,WHLU0321315,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,WHLU0322899,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,WHLU0330050,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,WHLU0343593,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,WHLU0352189,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,WHLU0359120,20,2025-01-23,2025-02-22,Bulanan,0,1,Z51,ongoing
ZONA,BMOU2474612,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,BSIU2946381,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,CAIU3184330,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,CBHU5841917,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,EGSU3109943,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,EISU2194517,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,EISU2254616,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,EISU3944703,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,EMCU6006826,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,EMCU6009872,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,EMCU6045503,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,EMCU6063235,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,UGMU8580456,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,WFHU1240962,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,WHLU0215910,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,WHLU0268015,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,WHLU0273177,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,WHLU0300903,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,WHLU0319684,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,WHLU0321315,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,WHLU0322899,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,WHLU0330050,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
ZONA,WHLU0343593,20,2025-02-23,2025-03-22,Bulanan,0,2,Z51,ongoing
